product_id,product_name,brand,price,unit_price,quantity,ean,article_number,description,image,product_url
0020717,Milky Way Minis,,"4,69 €","100 g 2,07 €",227 g Packung,12345678,Art. Nr.: 00-20717,Milky Way Minis online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-20717-0444420449-haDlM_HJ.jpg,https://shop.billa.at/produkte/milky-way-minis-0020717
00745143,Frosta Pappardelle Creme Spinaci,,"5,99 €","1 kg 11,98 €",500 g Beutel,00745143,Art. Nr.: 00-745143,Frosta Pappardelle Creme Spinaci online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-745143-0156459177-mJ5r_v0T.jpg,https://shop.billa.at/produkte/frosta-pappardelle-creme-spinaci-00745143
00655408,Kotányi Chili Birdseye Mühle,,"3,99 €",1 kg Beutel,1 kg Beutel,00655408,Art. Nr.: 00-655408,Kotányi Chili Birdseye Mühle online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-655408-0470557214-2AqS-lW9.jpg,https://shop.billa.at/produkte/kotanyi-chili-birdseye-muehle-00655408
00928603,Knorr Salatkrönung 7-Kräuter 3er,,"2,19 €","1 kg 91,25 €",24 g Paket,00928603,Art. Nr.: 00-928603,Knorr Salatkrönung 7-Kräuter 3er online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-928603-1890905193-sGBQee1t.jpg,https://shop.billa.at/produkte/knorr-salatkroenung-7kraeuter-3er-00928603
00737266,Vegavita Eiersatzpulver,,"0,49 €","1 kg 99,50 €",15 g Beutel,00737266,Art. Nr.: 00-737266,Vegavita Eiersatzpulver online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-737266-494248077-2MdNEhAD.jpg,https://shop.billa.at/produkte/vegavita-eiersatzpulver-00737266
00411301,Rauch Zitronensaft,,"1,49 €","1 Liter 5,96 €","1 Liter 5,96 €",00411301,Art. Nr.: 00-411301,Rauch Zitronensaft online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-411301-0102230206-zk9DE6t5.jpg,https://shop.billa.at/produkte/rauch-zitronensaft-00411301
00832101,Caotina Kakaogetränk,,"9,99 €","1 kg 19,98 €",500 g Stück,00832101,Art. Nr.: 00-832101,Caotina Kakaogetränk online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-832101-0197782796-34cKCdZc.jpg,https://shop.billa.at/produkte/caotina-kakaogetraenk-00832101
00761282,BILLA Apfel - Beeren Direktsaft,,"2,49 €","1 Liter 2,49 €","1 Liter 2,49 €",00761282,Art. Nr.: 00-761282,BILLA Apfel - Beeren Direktsaft online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-761282-0209067537-nsDQ4Qr2.jpg,https://shop.billa.at/produkte/billa-apfel-beeren-direktsaft-00761282
00732124,Iglo Schlemmerfilet Mexicana,,"6,99 €","1 kg 18,40 €",380 g Packung,00732124,Art. Nr.: 00-732124,Iglo Schlemmerfilet Mexicana online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-732124-779477672-lzKUEpkB.jpg,https://shop.billa.at/produkte/iglo-schlemmerfilet-mexicana-00732124
00801068,Knorr Basis für Lasagne,,"1,49 €","Was Sie dazu brauchen: 300 g mageres Faschiertes, 150 g Lasagneblätter (9 Stück), 1/8 l (125 ml) Milch, 100 g Käse (16% Fett) und 3 EL Öl Zubereitung: 1) Faschiertes in 3 EL heißem Öl anbraten. Mit 3/8 l (375 ml) Wasser und Milch aufgießen. Beutelinhalt einrühren und unter Rühren 1 Minute kochen lassen. 2) In eine gefettete Auflaufform abwechselnd Fleischsauce und Lasagneblätter geben. Mit der Sauce beginnen und letzte Lage mit Sauce abschließen. 3) Mit geriebenem Käse bestreuen und im vorgeheizten Backrohr bei 200 C ca. 30 Minuten backen. Kurz abkühlen lassen und portionieren. Dazu passt ein frischer Blattsalat der Saison.","~9,6g",00801068,Art. Nr.: 00-801068,Knorr Basis für Lasagne online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-801068-0120461009-7njyDS5h.jpg,https://shop.billa.at/produkte/knorr-basis-fuer-lasagne-00801068
00860739,Cirio Passata Rustica - Grob Passierte Tomaten,,"2,19 €","1 kg 3,22 €",680 g Glas,00860739,Art. Nr.: 00-860739,Cirio Passata Rustica - Grob Passierte Tomaten online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-860739-0201836708-siodvpIk.jpg,https://shop.billa.at/produkte/cirio-passata-rustica-grob-passierte-tomaten-00860739
00415388,Kotányi Brathuhn Kräuter-Knoblauch,,"2,99 €",1 kg Beutel,37 g Brief,00415388,Art. Nr.: 00-415388,Kotányi Brathuhn Kräuter-Knoblauch online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-415388-0108235829-ZshJGwyk.jpg,https://shop.billa.at/produkte/kotanyibrathuhn-kraeuterknoblauch-00415388
00730548,Oral-B Pro Cross Action Aufsteckbürsten,,"26,99 €",,,00730548,Art. Nr.: 00-730548,Oral-B Pro Cross Action Aufsteckbürsten online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-730548-1515724213-LXdUeEgr.jpg,https://shop.billa.at/produkte/oralb-pro-cross-action-aufsteckbuersten-00730548
00721129,Starbucks Caramel Macchiato Eiskaffee,,"3,99 €","1 Liter 5,32 €",750 ml Packung,00721129,Art. Nr.: 00-721129,Starbucks Caramel Macchiato Eiskaffee online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-721129-857214128-Y59-nNJT.jpg,https://shop.billa.at/produkte/starbucks-caramel-macchiato-eiskaffee-00721129
00747811,Santa Maria Taco Shells,,"2,89 €","1 kg 21,41 €",135 g Box,00747811,Art. Nr.: 00-747811,Santa Maria Taco Shells online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-747811-0341239641-uUjr8PMu.jpg,https://shop.billa.at/produkte/santa-maria-taco-shells-00747811
00710516,Austria Mozartkugeln 25er,,"8,49 €","100 g 2,06 €","412,5 g Beutel",00710516,Art. Nr.: 00-710516,Austria Mozartkugeln 25er online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-710516-1813854405-ZDqDOLrv.jpg,https://shop.billa.at/produkte/austria-mozartkugeln-25er-00710516
00817611,Hörtnagl Paprikawurst Geschnitten,,"3,39 €","100 g 2,83 €",120 g Packung,00817611,Art. Nr.: 00-817611,Hörtnagl Paprikawurst Geschnitten online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-817611-0164558213-Drameue1.jpg,https://shop.billa.at/produkte/hoertnagl-paprikawurst-geschnitten-00817611
00274090,Darbo Erdbeere Zuckerreduziert,,"3,49 €","1 kg 13,96 €",250 g Glas,00274090,Art. Nr.: 00-274090,Darbo Erdbeere Zuckerreduziert online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-274090-1073314722-BAiaNXql.jpg,https://shop.billa.at/produkte/darbo-erdbeere-zuckerreduziert-00274090
00462735,Argeta Jagdaufstrich,,"1,89 €","1 kg 19,90 €",95 g Dose,00462735,Art. Nr.: 00-462735,Argeta Jagdaufstrich online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-462735-0177452042-B01fezxI.jpg,https://shop.billa.at/produkte/argeta-jagdaufstrich-00462735
00775873,BILLA Genusswelt Elisen Lebkuchen 2-Fach Sortiert,,"5,99 €","100 g 3,00 €",200 g Karton,00775873,Art. Nr.: 00-775873,BILLA Genusswelt Elisen Lebkuchen 2-Fach Sortiert online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-775873-1970074059-MWbu6fdh.jpg,https://shop.billa.at/produkte/billa-genusswelt-elisen-lebkuchen-2fach-sortiert-00775873
00739023,BILLA Zwieback,,"1,59 €","1 kg 7,07 €",225 g Packung,00739023,Art. Nr.: 00-739023,BILLA Zwieback online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-739023-428432782-oUpgSfWb.jpg,https://shop.billa.at/produkte/billa-zwieback-00739023
00738094,Jacobs Ice Presso,,"1,95 €","1 Liter 7,80 €",250 ml Dose,00738094,Art. Nr.: 00-738094,Jacobs Ice Presso online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-738094-844199215-QpFXAnRd.jpg,https://shop.billa.at/produkte/jacobs-ice-presso-00738094
00295000,Lorenz Crunchips Roasted Spare Ribs,,"2,99 €","100 g 1,99 €",150 g Beutel,00295000,Art. Nr.: 00-295000,Lorenz Crunchips Roasted Spare Ribs online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-295000-095386907-ujD4xR-g.jpg,https://shop.billa.at/produkte/lorenz-crunchips-roasted-spare-ribs-00295000
00421782,Clever Erbsen 3er Pack,,"1,69 €","1 kg Abtr.G 4,02 €",600 g Dose,00421782,Art. Nr.: 00-421782,Clever Erbsen 3er Pack online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-421782-0164869963-L8msWSUd.jpg,https://shop.billa.at/produkte/clever-erbsen-3er-pack-00421782
00890881,Eduscho Espresso Classico Ganze Bohne,,"22,99 €",1 kg Paket,1 kg Paket,00890881,Art. Nr.: 00-890881,Eduscho Espresso Classico Ganze Bohne online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-890881-1913892331-5Qo8mxdi.jpg,https://shop.billa.at/produkte/eduscho-espresso-classico-ganze-bohne-00890881
00766761,Twix,,"1,49 €","100 g 2,98 €",50 g Stück,00766761,Art. Nr.: 00-766761,Twix online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-766761-1123313373--GJxvSVw.jpg,https://shop.billa.at/produkte/twix-00766761
00487541,Santa Maria Fajita Gewürzmischung,,"1,59 €","1 kg 56,79 €",28 g Packung,00487541,Art. Nr.: 00-487541,Santa Maria Fajita Gewürzmischung online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-487541-0159392207-Hnh58tJI.jpg,https://shop.billa.at/produkte/santa-maria-fajita-gewuerzmischung-00487541
00342785,WOW Adult Rind,,"3,99 €","1 kg 4,99 €",800 g Dose,00342785,Art. Nr.: 00-342785,WOW Adult Rind online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-342785-0623158497-cFU_aKRZ.jpg,https://shop.billa.at/produkte/wow-adult-rind-00342785
00463739,BILLA Bio Kamillentee,,"2,29 €",,,00463739,Art. Nr.: 00-463739,BILLA Bio Kamillentee online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-463739-0111940289-l0gxy90N.jpg,https://shop.billa.at/produkte/billa-bio-kamillentee-00463739
00639782,Mutti Datterini,,"2,59 €","1 kg Abtr.G 10,79 €",400 g Dose,00639782,Art. Nr.: 00-639782,Mutti Datterini online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-639782-0822197132-R0i5CmcL.jpg,https://shop.billa.at/produkte/mutti-datterini-00639782
00905738,Kotányi Pfeffer Mühle Weiß,,"3,99 €",1 kg Beutel,1 kg Beutel,00905738,Art. Nr.: 00-905738,Kotányi Pfeffer Mühle Weiß online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-905738-0906494475-2P8X0G1Q.jpg,https://shop.billa.at/produkte/kotanyi-pfeffer-muehle-weiss-00905738
00406434,Knorr Hüttensnack Schinken Hörnli,,"2,99 €","1 kg 19,17 €",156 g Packung,00406434,Art. Nr.: 00-406434,Knorr Hüttensnack Schinken Hörnli online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-406434-1397884296-OxzQSDTg.jpg,https://shop.billa.at/produkte/knorr-huettensnack-schinken-hoernli-00406434
00732067,Iglo Schlemmerfilet Rotes Curry,,"6,99 €","1 kg 18,40 €",380 g Packung,00732067,Art. Nr.: 00-732067,Iglo Schlemmerfilet Rotes Curry online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-732067-0128673435-nf26lJ9U.jpg,https://shop.billa.at/produkte/iglo-schlemmerfilet-rotes-curry-00732067
00654500,Gustavo Gusto Pizza Tonno e Cipolla,,"5,49 €","1 kg 11,56 €",475 g Karton,00654500,Art. Nr.: 00-654500,Gustavo Gusto Pizza Tonno e Cipolla online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-654500-0145612993-6PQp3miG.jpg,https://shop.billa.at/produkte/gustavo-gusto-pizza-tonno-e-cipolla-00654500
00411011,Darbo Fruchtikus Tropic,,"1,59 €","1 kg 12,72 €",125 g Glas,00411011,Art. Nr.: 00-411011,Darbo Fruchtikus Tropic online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-411011-1381248839-7XJdFrLj.jpg,https://shop.billa.at/produkte/darbo-fruchtikus-tropic-00411011
00648634,Kabeljau Filets paniert,,"8,99 €","1 kg 39,96 €",225 g Schachtel,00648634,Art. Nr.: 00-648634,Kabeljau Filets paniert online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-648634-1215873888-taEcjn0f.jpg,https://shop.billa.at/produkte/kabeljau-filets-paniert-00648634
00266836,Rana Lasagneblätter,,"3,13 €","1 kg 12,52 €",250 g Stück,00266836,Art. Nr.: 00-266836,Rana Lasagneblätter online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-266836-637761173-mzJJLlzF.jpg,https://shop.billa.at/produkte/rana-lasagneblaetter-00266836
00245456,Kelly's Donuts Peanut & Caramel,,"2,99 €",100 g Beutel,100 g Beutel,00245456,Art. Nr.: 00-245456,Kelly's Donuts Peanut & Caramel online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-245456-1280513141-4Ztrueqz.jpg,https://shop.billa.at/produkte/kellys-donuts-peanut-und-caramel-00245456
00349598,BILLA Steinpilze Getrocknet,,"4,99 €","1 kg 199,60 €",25 g Beutel,00349598,Art. Nr.: 00-349598,BILLA Steinpilze Getrocknet online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-349598-625198450-o6MmGwJ2.jpg,https://shop.billa.at/produkte/billa-steinpilze-getrocknet-00349598
00188268,Dr. Oetker Gelatine Gemahlen,,"1,99 €","1 kg 99,50 €",~0g,00188268,Art. Nr.: 00-188268,Dr. Oetker Gelatine Gemahlen online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-188268-67471915-RBcqI0sN.jpg,https://shop.billa.at/produkte/dr-oetker-gelatine-gemahlen-00188268
00360142,Escal Patagonische Gourmet Garnelen,,"15,99 €","1 kg 53,30 €",300 g Beutel,00360142,Art. Nr.: 00-360142,Escal Patagonische Gourmet Garnelen online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-360142-0176451587-FVPA3ro1.jpg,https://shop.billa.at/produkte/escal-patagonische-gourmet-garnelen-00360142
00356742,Ja! Natürlich Weinkäse,,"3,99 €","100 g 2,66 €",150 g Schachtel,00356742,Art. Nr.: 00-356742,Ja! Natürlich Weinkäse online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-356742-0742430768-52TmFyaN.jpg,https://shop.billa.at/produkte/ja-natuerlich-weinkaese-00356742
00447861,Mazola Sonnenblumenöl,,"3,99 €","1 Liter 7,98 €",500 ml Flasche,00447861,Art. Nr.: 00-447861,Mazola Sonnenblumenöl online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-447861-1561138906-8aJcTnt3.jpg,https://shop.billa.at/produkte/mazola-sonnenblumenoel-00447861
00937009,Alnatura Kinder Früchte Müsli,,"3,99 €","1 kg 7,98 €",500 g Packung,00937009,Art. Nr.: 00-937009,Alnatura Kinder Früchte Müsli online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-937009-0153360012-8MJMQkvE.jpg,https://shop.billa.at/produkte/alnatura-kinder-fruechte-muesli-00937009
00510092,BILLA Genusswelt Rosmarin Chips,,"2,19 €",100 g Beutel,100 g Beutel,00510092,Art. Nr.: 00-510092,BILLA Genusswelt Rosmarin Chips online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-510092-0168295075-v5aWhbQu.jpg,https://shop.billa.at/produkte/billa-genusswelt-rosmarin-chips-00510092
00100696,Frosch WC Essigreiniger,,"3,39 €","1 Liter 4,52 €",750 ml Flasche,00100696,Art. Nr.: 00-100696,Frosch WC Essigreiniger online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-100696-382500713-SN-KyOSQ.jpg,https://shop.billa.at/produkte/frosch-wc-essigreiniger-00100696
00284796,Eskimo Schwimmbad Helden 6er,,"6,79 €","1 Liter 14,09 €",482 ml Packung,00284796,Art. Nr.: 00-284796,Eskimo Schwimmbad Helden 6er online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-284796-1379466229-qb5HQSva.jpg,https://shop.billa.at/produkte/eskimo-schwimmbad-helden-6er-00284796
00482871,Fentimans Ginger Beer,,"1,75 €","1 Liter 8,75 €","1 Liter 8,75 €",00482871,Art. Nr.: 00-482871,Fentimans Ginger Beer online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-482871-0301061076-toysyLFi.jpg,https://shop.billa.at/produkte/fentimans-ginger-beer-00482871
00415489,Hauser Tradition Marillenschnaps,,"17,99 €","1 Liter 25,70 €","1 Liter 25,70 €",00415489,Art. Nr.: 00-415489,Hauser Tradition Marillenschnaps online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-415489-0143588465-il33HKWR.jpg,https://shop.billa.at/produkte/hauser-tradition-marillenschnaps-00415489
0047,Felix Ketchup Hot,,"3,99 €","1 kg 3,99 €",1 000 g Flasche,12345678,Art. Nr.: 00-47,Felix Ketchup Hot online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-47-01499937858-SlXsNXBN.jpg,https://shop.billa.at/produkte/felix-ketchup-hot-0047
00320430,Mozart Trio,,"17,99 €","1 Liter 119,93 €","1 Liter 119,93 €",00320430,Art. Nr.: 00-320430,Mozart Trio online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-320430-0521556894-JUGWIqOJ.jpg,https://shop.billa.at/produkte/mozart-trio-00320430
00302756,BI CARE Hornhauthobel,,"2,99 €",,125 ml Tiegel,00302756,Art. Nr.: 00-302756,BI CARE Hornhauthobel online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-302756-303117827-Nr0oBvaW.jpg,https://shop.billa.at/produkte/bi-care-hornhauthobel-00302756
00466846,Dr. Oetker Tradizionale Salame Romano,,"4,69 €","1 kg 12,68 €",370 g Karton,00466846,Art. Nr.: 00-466846,Dr. Oetker Tradizionale Salame Romano online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-466846-0478725254-KbsGGTRj.jpg,https://shop.billa.at/produkte/dr-oetker-tradizionale-salame-romano-00466846
00834844,Kotányi Knoblauch Kräutersalz Mühle,,"3,99 €",1 kg Beutel,"~0,4g",00834844,Art. Nr.: 00-834844,Kotányi Knoblauch Kräutersalz Mühle online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-834844-0187379368-SNBMGeOZ.jpg,https://shop.billa.at/produkte/kotanyi-knoblauch-kraeutersalz-muehle-00834844
00902687,Calvet Reserve Bordeaux Rouge,,"9,99 €","1 Liter 13,32 €","1 Liter 13,32 €",00902687,Art. Nr.: 00-902687,Calvet Reserve Bordeaux Rouge online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-902687-191628408-9_P31un0.jpg,https://shop.billa.at/produkte/calvet-reserve-bordeaux-rouge-00902687
00289991,Kitkat Chunky White Schokoriegel Single,,"1,59 €","100 g 3,98 €",40 g Stück,00289991,Art. Nr.: 00-289991,Kitkat Chunky White Schokoriegel Single online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-289991-867597712-fixAEjJx.jpg,https://shop.billa.at/produkte/kitkat-chunky-white-schokoriegel-single-00289991
00724576,Whiskas Geflügel Auswahl in Gelee 11+,,"5,89 €","1 kg 5,78 €",1 020 g Packung,00724576,Art. Nr.: 00-724576,Whiskas Geflügel Auswahl in Gelee 11+ online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-724576-067266330-X2m4r6Rr.jpg,https://shop.billa.at/produkte/whiskas-gefluegel-auswahl-in-gelee-11-00724576
00634286,Hipp Früchte Riegel Joghurt-Kirsch in Banane,,"1,19 €","1 kg 51,74 €",23 g Beutel,00634286,Art. Nr.: 00-634286,Hipp Früchte Riegel Joghurt-Kirsch in Banane online kaufen im BILLA Online Shop! ✔ große Produktauswahl >> bestellen Sie jetzt!,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-634286-0125112723-F0m5eSxt.jpg,https://shop.billa.at/produkte/hipp-fruechte-riegel-joghurtkirsch-in-banane-00634286
